"SCD"	"Transcripts"	"Gender"	"Age"	"Ethnicity"	"Education"	"Occupation"	"Languages"	"First.Lang"	"Partner.ID"	"Relationship"	"Filler"	"conv"	"Freq"	"Wordcount"	"Freq.per.1000"	"Dyad"
"3031-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3031-1"	"FRIENDS"	"uh"	"3031"	22	9014	2.44064788107389	"Same-gender"
"3032-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3032-2"	"FRIENDS"	"um"	"3032"	7	10328	0.677769171185128	"Same-gender"
"3032-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3032-2"	"FRIENDS"	"uh"	"3032"	35	10328	3.38884585592564	"Same-gender"
"3032-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3032-1"	"FRIENDS"	"um"	"3032"	33	11337	2.91082296903943	"Same-gender"
"3032-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3032-1"	"FRIENDS"	"uh"	"3032"	30	11337	2.64620269912675	"Same-gender"
"3033-1"	"Same Room"	"M"	"2X"	"MALAY"	"BACHELOR"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3033-2"	"FRIENDS"	"um"	"3033"	1	8235	0.121432908318154	"Same-gender"
"3033-1"	"Same Room"	"M"	"2X"	"MALAY"	"BACHELOR"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3033-2"	"FRIENDS"	"uh"	"3033"	198	8235	24.0437158469945	"Same-gender"
"3033-2"	"Same Room"	"M"	"2X"	"MALAY"	"BACHELOR"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3033-1"	"FRIENDS"	"um"	"3033"	59	15807	3.73252356550895	"Same-gender"
"3033-2"	"Same Room"	"M"	"2X"	"MALAY"	"BACHELOR"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3033-1"	"FRIENDS"	"uh"	"3033"	328	15807	20.7503004997786	"Same-gender"
"3034-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3034-2"	"FRIENDS"	"um"	"3034"	45	7664	5.87160751565762	"Same-gender"
"3034-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3034-2"	"FRIENDS"	"uh"	"3034"	111	7664	14.4832985386221	"Same-gender"
"3034-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3034-1"	"FRIENDS"	"um"	"3034"	7	18181	0.38501732577966	"Same-gender"
"3034-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3034-1"	"FRIENDS"	"uh"	"3034"	50	18181	2.750123755569	"Same-gender"
"3035-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3035-2"	"FRIENDS"	"um"	"3035"	14	10284	1.36133800077791	"Different-gender"
"3035-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3035-2"	"FRIENDS"	"uh"	"3035"	49	10284	4.76468300272268	"Different-gender"
"3035-2"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3035-1"	"FRIENDS"	"um"	"3035"	27	10052	2.68603263032232	"Different-gender"
"3035-2"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3035-1"	"FRIENDS"	"uh"	"3035"	73	10052	7.26223637087147	"Different-gender"
"3036-1"	"Same Room"	"F"	"2X"	"INDIAN"	"BACHELOR"	"STUDENT"	"ENGLISH, TAMIL"	"ENGLISH"	"3036-2"	"FAMILY"	"uh"	"3036"	71	10262	6.91872929253557	"Same-gender"
"3036-2"	"Same Room"	"F"	"5X"	"INDIAN"	"A-LEVEL"	"HEALTHCARE"	"ENGLISH, TAMIL"	"ENGLISH"	"3036-1"	"FAMILY"	"uh"	"3036"	34	12683	2.68075376488213	"Same-gender"
"3037-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3037-2"	"FRIENDS"	"um"	"3037"	5	9234	0.541477149664284	"Different-gender"
"3037-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3037-2"	"FRIENDS"	"uh"	"3037"	74	9234	8.01386181503141	"Different-gender"
"3037-2"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3037-1"	"FRIENDS"	"um"	"3037"	9	11627	0.774060376709383	"Different-gender"
"3037-2"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3037-1"	"FRIENDS"	"uh"	"3037"	292	11627	25.1139588887933	"Different-gender"
"3038-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"UNEMPLOYED"	"ENGLISH, CHINESE"	"ENGLISH"	"3038-2"	"FRIENDS"	"um"	"3038"	12	7304	1.64293537787514	"Same-gender"
"3038-1"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"UNEMPLOYED"	"ENGLISH, CHINESE"	"ENGLISH"	"3038-2"	"FRIENDS"	"uh"	"3038"	27	7304	3.69660460021906	"Same-gender"
"3038-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3038-1"	"FRIENDS"	"um"	"3038"	12	11950	1.00418410041841	"Same-gender"
"3038-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3038-1"	"FRIENDS"	"uh"	"3038"	53	11950	4.43514644351464	"Same-gender"
"3039-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"FINANCE"	"ENGLISH, CHINESE"	"ENGLISH"	"3039-2"	"FRIENDS"	"um"	"3039"	5	17787	0.281104177208073	"Same-gender"
"3039-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"FINANCE"	"ENGLISH, CHINESE"	"ENGLISH"	"3039-2"	"FRIENDS"	"uh"	"3039"	61	17787	3.42947096193849	"Same-gender"
"3039-2"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"CIVIL SERVANT"	"ENGLISH, CHINESE"	"ENGLISH"	"3039-1"	"FRIENDS"	"um"	"3039"	1	11157	0.089629828807027	"Same-gender"
"3039-2"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"CIVIL SERVANT"	"ENGLISH, CHINESE"	"ENGLISH"	"3039-1"	"FRIENDS"	"uh"	"3039"	142	11157	12.7274356905978	"Same-gender"
"3040-1"	"Same Room"	"F"	"1X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3040-2"	"FRIENDS"	"um"	"3040"	12	15470	0.775694893341952	"Same-gender"
"3040-1"	"Same Room"	"F"	"1X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3040-2"	"FRIENDS"	"uh"	"3040"	79	15470	5.10665804783452	"Same-gender"
"3040-2"	"Same Room"	"F"	"1X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3040-1"	"FRIENDS"	"um"	"3040"	12	13198	0.909228671010759	"Same-gender"
"3040-2"	"Same Room"	"F"	"1X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3040-1"	"FRIENDS"	"uh"	"3040"	58	13198	4.39460524321867	"Same-gender"
"3041-1"	"Same Room"	"M"	"2X"	"MALAY"	"DIPLOMA"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3041-2"	"FRIENDS"	"um"	"3041"	29	10282	2.82046294495234	"Same-gender"
"3041-1"	"Same Room"	"M"	"2X"	"MALAY"	"DIPLOMA"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3041-2"	"FRIENDS"	"uh"	"3041"	117	10282	11.3791091227388	"Same-gender"
"3041-2"	"Same Room"	"M"	"2X"	"MALAY"	"DIPLOMA"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3041-1"	"FRIENDS"	"um"	"3041"	22	14603	1.50653975210573	"Same-gender"
"3041-2"	"Same Room"	"M"	"2X"	"MALAY"	"DIPLOMA"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3041-1"	"FRIENDS"	"uh"	"3041"	233	14603	15.9556255563925	"Same-gender"
"3041-2"	"Same Room"	"M"	"2X"	"MALAY"	"DIPLOMA"	"STUDENT"	"ENGLISH, MALAY"	"ENGLISH"	"3041-1"	"FRIENDS"	"uh"	"3041"	233	14603	15.9556255563925	"Same-gender"
"3042-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3042-2"	"PARTNER"	"um"	"3042"	180	13544	13.2900177200236	"Different-gender"
"3042-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3042-2"	"PARTNER"	"uh"	"3042"	220	13544	16.24335499114	"Different-gender"
"3042-2"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"CIVIL SERVANT"	"ENGLISH, CHINESE"	"ENGLISH"	"3042-1"	"PARTNER"	"um"	"3042"	25	10990	2.27479526842584	"Different-gender"
"3042-2"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"CIVIL SERVANT"	"ENGLISH, CHINESE"	"ENGLISH"	"3042-1"	"PARTNER"	"uh"	"3042"	108	10990	9.82711555959964	"Different-gender"
"3043-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"FINANCE"	"ENGLISH, CHINESE"	"ENGLISH"	"3043-2"	"FRIENDS"	"um"	"3043"	86	11072	7.76734104046243	"Same-gender"
"3043-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"FINANCE"	"ENGLISH, CHINESE"	"ENGLISH"	"3043-2"	"FRIENDS"	"uh"	"3043"	35	11072	3.16112716763006	"Same-gender"
"3043-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"FINANCE"	"ENGLISH, CHINESE"	"ENGLISH"	"3043-1"	"FRIENDS"	"um"	"3043"	42	11387	3.68841661543866	"Same-gender"
"3043-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"FINANCE"	"ENGLISH, CHINESE"	"ENGLISH"	"3043-1"	"FRIENDS"	"uh"	"3043"	26	11387	2.28330552384298	"Same-gender"
"3044-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"MARKETING"	"ENGLISH, CHINESE"	"ENGLISH"	"3044-2"	"FRIENDS"	"um"	"3044"	28	14214	1.96988884198677	"Same-gender"
"3044-1"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"MARKETING"	"ENGLISH, CHINESE"	"ENGLISH"	"3044-2"	"FRIENDS"	"uh"	"3044"	32	14214	2.25130153369917	"Same-gender"
"3044-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"MARKETING"	"ENGLISH, CHINESE"	"ENGLISH"	"3044-1"	"FRIENDS"	"um"	"3044"	4	11326	0.353169698039908	"Same-gender"
"3044-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"MARKETING"	"ENGLISH, CHINESE"	"ENGLISH"	"3044-1"	"FRIENDS"	"uh"	"3044"	98	11326	8.65265760197775	"Same-gender"
"3045-1"	"Same Room"	"F"	"3X"	"CHINESE"	"DIPLOMA"	"ACCOUNTANT"	"ENGLISH, CHINESE"	"ENGLISH"	"3045-2"	"FAMILY"	"um"	"3045"	103	8275	12.4471299093656	"Same-gender"
"3045-1"	"Same Room"	"F"	"3X"	"CHINESE"	"DIPLOMA"	"ACCOUNTANT"	"ENGLISH, CHINESE"	"ENGLISH"	"3045-2"	"FAMILY"	"uh"	"3045"	182	8275	21.9939577039275	"Same-gender"
"3045-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"ACCOUNTANT"	"ENGLISH, CHINESE"	"ENGLISH"	"3045-1"	"FAMILY"	"um"	"3045"	71	11550	6.14718614718615	"Same-gender"
"3045-2"	"Same Room"	"F"	"3X"	"CHINESE"	"BACHELOR"	"ACCOUNTANT"	"ENGLISH, CHINESE"	"ENGLISH"	"3045-1"	"FAMILY"	"uh"	"3045"	381	11550	32.987012987013	"Same-gender"
"3046-1"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"ENGINEER"	"ENGLISH, CHINESE"	"ENGLISH"	"3046-2"	"FRIENDS"	"um"	"3046"	50	19503	2.56370814746449	"Same-gender"
"3046-1"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"ENGINEER"	"ENGLISH, CHINESE"	"ENGLISH"	"3046-2"	"FRIENDS"	"uh"	"3046"	16	19503	0.820386607188638	"Same-gender"
"3046-2"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3046-1"	"FRIENDS"	"um"	"3046"	1	8316	0.12025012025012	"Same-gender"
"3046-2"	"Same Room"	"M"	"3X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3046-1"	"FRIENDS"	"uh"	"3046"	23	8316	2.76575276575277	"Same-gender"
"3047-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3047-2"	"FRIENDS"	"um"	"3047"	9	11728	0.767394270122783	"Same-gender"
"3047-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3047-2"	"FRIENDS"	"uh"	"3047"	23	11728	1.96111869031378	"Same-gender"
"3047-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"EXECUTIVE"	"ENGLISH, CHINESE"	"ENGLISH"	"3047-1"	"FRIENDS"	"um"	"3047"	25	9110	2.74423710208562	"Same-gender"
"3047-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"EXECUTIVE"	"ENGLISH, CHINESE"	"ENGLISH"	"3047-1"	"FRIENDS"	"uh"	"3047"	96	9110	10.5378704720088	"Same-gender"
"3048-1"	"Same Room"	"M"	"3X"	"CHINESE"	"DIPLOMA"	"ENGINEER"	"ENGLISH, CHINESE"	"ENGLISH"	"3048-2"	"FRIENDS"	"um"	"3048"	22	8826	2.49263539542262	"Same-gender"
"3048-1"	"Same Room"	"M"	"3X"	"CHINESE"	"DIPLOMA"	"ENGINEER"	"ENGLISH, CHINESE"	"ENGLISH"	"3048-2"	"FRIENDS"	"uh"	"3048"	295	8826	33.4239746204396	"Same-gender"
"3048-2"	"Same Room"	"M"	"3X"	"CHINESE"	"DIPLOMA"	"UNEMPLOYED"	"ENGLISH, CHINESE"	"ENGLISH"	"3048-1"	"FRIENDS"	"um"	"3048"	23	8415	2.73321449792038	"Same-gender"
"3048-2"	"Same Room"	"M"	"3X"	"CHINESE"	"DIPLOMA"	"UNEMPLOYED"	"ENGLISH, CHINESE"	"ENGLISH"	"3048-1"	"FRIENDS"	"uh"	"3048"	152	8415	18.0629827688651	"Same-gender"
"3049-1"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"ADMINISTRATION"	"ENGLISH, CHINESE, OTHER"	"ENGLISH"	"3049-2"	"FRIENDS"	"um"	"3049"	76	9280	8.18965517241379	"Same-gender"
"3049-1"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"ADMINISTRATION"	"ENGLISH, CHINESE, OTHER"	"ENGLISH"	"3049-2"	"FRIENDS"	"uh"	"3049"	440	9280	47.4137931034483	"Same-gender"
"3049-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"MILITARY"	"ENGLISH, CHINESE"	"ENGLISH"	"3049-1"	"FRIENDS"	"um"	"3049"	18	9344	1.9263698630137	"Same-gender"
"3049-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"MILITARY"	"ENGLISH, CHINESE"	"ENGLISH"	"3049-1"	"FRIENDS"	"uh"	"3049"	207	9344	22.1532534246575	"Same-gender"
"3050-1"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3050-2"	"FRIENDS"	"um"	"3050"	65	12649	5.13874614594039	"Different-gender"
"3050-1"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3050-2"	"FRIENDS"	"uh"	"3050"	79	12649	6.24555300814294	"Different-gender"
"3050-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"ANALYST"	"ENGLISH, CHINESE"	"ENGLISH"	"3050-1"	"FRIENDS"	"um"	"3050"	102	14771	6.9054227878952	"Different-gender"
"3050-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"ANALYST"	"ENGLISH, CHINESE"	"ENGLISH"	"3050-1"	"FRIENDS"	"uh"	"3050"	64	14771	4.33281429828718	"Different-gender"
"3051-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3051-2"	"FRIENDS"	"um"	"3051"	12	11359	1.05643102385773	"Same-gender"
"3051-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3051-2"	"FRIENDS"	"uh"	"3051"	20	11359	1.76071837309622	"Same-gender"
"3051-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE, OTHER"	"ENGLISH"	"3051-1"	"FRIENDS"	"um"	"3051"	9	9183	0.980071871937275	"Same-gender"
"3051-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE, OTHER"	"ENGLISH"	"3051-1"	"FRIENDS"	"uh"	"3051"	36	9183	3.9202874877491	"Same-gender"
"3052-1"	"Same Room"	"F"	"5X"	"CHINESE"	"A-LEVEL"	"MARKETING"	"ENGLISH, CHINESE"	"ENGLISH"	"3052-2"	"FAMILY"	"um"	"3052"	15	13808	1.08632676709154	"Same-gender"
"3052-1"	"Same Room"	"F"	"5X"	"CHINESE"	"A-LEVEL"	"MARKETING"	"ENGLISH, CHINESE"	"ENGLISH"	"3052-2"	"FAMILY"	"uh"	"3052"	264	13808	19.1193511008111	"Same-gender"
"3052-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"MARKETING"	"ENGLISH, CHINESE"	"ENGLISH"	"3052-1"	"FAMILY"	"um"	"3052"	6	12939	0.463714351959193	"Same-gender"
"3052-2"	"Same Room"	"F"	"2X"	"CHINESE"	"DIPLOMA"	"MARKETING"	"ENGLISH, CHINESE"	"ENGLISH"	"3052-1"	"FAMILY"	"uh"	"3052"	127	12939	9.81528711646959	"Same-gender"
"3053-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3053-2"	"PARTNER"	"um"	"3053"	1	8746	0.114337983077979	"Different-gender"
"3053-1"	"Same Room"	"M"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3053-2"	"PARTNER"	"uh"	"3053"	9	8746	1.02904184770181	"Different-gender"
"3053-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3053-1"	"PARTNER"	"um"	"3053"	6	11330	0.529567519858782	"Different-gender"
"3053-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3053-1"	"PARTNER"	"uh"	"3053"	19	11330	1.67696381288614	"Different-gender"
"3054-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3054-2"	"FRIENDS"	"um"	"3054"	62	13657	4.53979644138537	"Same-gender"
"3054-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3054-2"	"FRIENDS"	"uh"	"3054"	118	13657	8.64025774328183	"Same-gender"
"3054-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"MEDIA"	"ENGLISH, CHINESE"	"ENGLISH"	"3054-1"	"FRIENDS"	"um"	"3054"	15	12353	1.21427993200032	"Same-gender"
"3054-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"MEDIA"	"ENGLISH, CHINESE"	"ENGLISH"	"3054-1"	"FRIENDS"	"uh"	"3054"	90	12353	7.28567959200194	"Same-gender"
"3055-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3055-2"	"FRIENDS"	"um"	"3055"	40	17191	2.32679890640451	"Same-gender"
"3055-1"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3055-2"	"FRIENDS"	"uh"	"3055"	80	17191	4.65359781280903	"Same-gender"
"3055-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3055-1"	"FRIENDS"	"um"	"3055"	9	11426	0.78767722737616	"Same-gender"
"3055-2"	"Same Room"	"F"	"2X"	"CHINESE"	"A-LEVEL"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3055-1"	"FRIENDS"	"uh"	"3055"	65	11426	5.68877997549449	"Same-gender"
"3056-1"	"Same Room"	"F"	"4X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3056-2"	"FRIENDS"	"um"	"3056"	28	10133	2.76324879107865	"Same-gender"
"3056-1"	"Same Room"	"F"	"4X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3056-2"	"FRIENDS"	"uh"	"3056"	726	10133	71.6470936543965	"Same-gender"
"3056-2"	"Same Room"	"F"	"5X"	"CHINESE"	"O-LEVEL"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3056-1"	"FRIENDS"	"um"	"3056"	50	9369	5.336748852599	"Same-gender"
"3056-2"	"Same Room"	"F"	"5X"	"CHINESE"	"O-LEVEL"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3056-1"	"FRIENDS"	"uh"	"3056"	253	9369	27.0039491941509	"Same-gender"
"3057-1"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3057-2"	"FRIENDS"	"um"	"3057"	18	8330	2.1608643457383	"Same-gender"
"3057-1"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3057-2"	"FRIENDS"	"uh"	"3057"	57	8330	6.84273709483794	"Same-gender"
"3057-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3057-1"	"FRIENDS"	"um"	"3057"	91	10699	8.50546780072904	"Same-gender"
"3057-2"	"Same Room"	"M"	"2X"	"CHINESE"	"DIPLOMA"	"STUDENT"	"ENGLISH"	"ENGLISH"	"3057-1"	"FRIENDS"	"uh"	"3057"	66	10699	6.16880082250678	"Same-gender"
"3058-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"UNEMPLOYED"	"ENGLISH, CHINESE"	"ENGLISH"	"3058-2"	"FRIENDS"	"um"	"3058"	15	14966	1.00227181611653	"Same-gender"
"3058-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"UNEMPLOYED"	"ENGLISH, CHINESE"	"ENGLISH"	"3058-2"	"FRIENDS"	"uh"	"3058"	94	14966	6.28090338099693	"Same-gender"
"3058-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3058-1"	"FRIENDS"	"um"	"3058"	2	10495	0.190566936636494	"Same-gender"
"3058-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH, CHINESE"	"ENGLISH"	"3058-1"	"FRIENDS"	"uh"	"3058"	33	10495	3.14435445450214	"Same-gender"
"3059-1"	"Same Room"	"F"	"3X"	"INDIAN"	"BACHELOR"	"EDUCATOR"	"ENGLISH"	"ENGLISH"	"3059-2"	"FRIENDS"	"um"	"3059"	15	9475	1.58311345646438	"Same-gender"
"3059-1"	"Same Room"	"F"	"3X"	"INDIAN"	"BACHELOR"	"EDUCATOR"	"ENGLISH"	"ENGLISH"	"3059-2"	"FRIENDS"	"uh"	"3059"	129	9475	13.6147757255937	"Same-gender"
"3059-2"	"Same Room"	"F"	"3X"	"INDIAN"	"DIPLOMA"	"DESIGNER"	"ENGLISH"	"ENGLISH"	"3059-1"	"FRIENDS"	"um"	"3059"	51	8439	6.04337006754355	"Same-gender"
"3059-2"	"Same Room"	"F"	"3X"	"INDIAN"	"DIPLOMA"	"DESIGNER"	"ENGLISH"	"ENGLISH"	"3059-1"	"FRIENDS"	"uh"	"3059"	41	8439	4.85839554449579	"Same-gender"
"3060-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3060-2"	"FRIENDS"	"um"	"3060"	1	9693	0.103167234086454	"Same-gender"
"3060-1"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3060-2"	"FRIENDS"	"uh"	"3060"	27	9693	2.78551532033426	"Same-gender"
"3060-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3060-1"	"FRIENDS"	"um"	"3060"	3	9466	0.31692372702303	"Same-gender"
"3060-2"	"Same Room"	"F"	"2X"	"CHINESE"	"BACHELOR"	"STUDENT"	"ENGLISH, CHINESE"	"ENGLISH"	"3060-1"	"FRIENDS"	"uh"	"3060"	73	9466	7.71181069089372	"Same-gender"
