SCD	speaker	tmin	tmax	text
3003-2 	B:	1513.01	1515.848	I have heard from my friends that not a lot of people actually listen
3003-2 	B:	1515.848	1518.285	<S>
3003-1 	A:	1516.475	1518.275	exactly that's my point
3003-1 	A:	1518.275	1563.566	<S>
3003-2 	B:	1518.285	1519.948	cause like they are all in school right
3003-2 	B:	1519.948	1520.685	<S>
3003-2 	B:	1520.685	1524.96	and one of my friend he was hosting this talk show in the afternoon
3003-2 	B:	1524.96	1528.373	and then he had this segment where he had to call
3003-2 	B:	1528.373	1529.223	<S>
3003-2 	B:	1529.223	1532.673	like he was asking for (um) people to call in
3003-2 	B:	1532.673	1536.11	and then nobody called in so he phoned himself (ppl)
3003-2 	B:	1536.11	1541.848	and then he he was like [oh] hi (um) what's your name and then he pretended to be someone else
3003-2 	B:	1541.848	1545.61	just to feed the segment which is quite interesting
3003-2 	B:	1545.61	1549.585	and also the radio room right like you would think it's very secluded
3003-2 	B:	1549.585	1556.26	but actually imagine if it imagine is like a room like this right but maybe this wall behind me is glass
3003-2 	B:	1556.26	1557.21	<S>
3003-2 	B:	1557.21	1558.329885	and then it
3003-2 	B:	1558.329885	1559.16	<S>
3003-2 	B:	1559.16	1562.06	and then (um) like people who walk past can look into the room
3003-2 	B:	1562.06	1564.172	<S>
3003-1 	A:	1563.566	1564.466	anyone
3003-2 	B:	1564.172	1564.872	anyone
3003-1 	A:	1564.466	1565.104	<S>
3003-2 	B:	1564.872	1565.547	<S>
3003-1 	A:	1565.104	1566.264	<Z>
3003-2 	B:	1565.547	1566.872	ya and
3003-1 	A:	1566.264	1567.426	nice
3003-2 	B:	1566.872	1567.61	<S>
3003-1 	A:	1567.426	1584.124	<S>
3003-2 	B:	1567.61	1573.347	it's far it's quite far from the film school not very far [lah] but it's not nearby either
3003-2 	B:	1573.347	1580.272	[oh] and you know this one thing which is happening in my school right you does your school have like glass doors or glass windows
3003-2 	B:	1580.272	1583.397	like those really huge one like ceiling to the floor
3003-2 	B:	1583.397	1585.272	<S>
3003-1 	A:	1584.124	1585.354	I don't think so
3003-2 	B:	1585.272	1586.622	okay my school like
3003-1 	A:	1585.354	1598.517	<S>
3003-2 	B:	1586.622	1587.535	<S>
3003-2 	B:	1587.535	1590.972	has a lot of those kind of glasses right
3003-2 	B:	1590.972	1592.022	<S>
3003-2 	B:	1592.022	1592.922	and
3003-2 	B:	1592.922	1597.197	(um) this thing keep occurring where the glasses keeps exploding
3003-2 	B:	1597.197	1599.035	like it just shatters
3003-1 	A:	1598.517	1599.58	[oh] my god
3003-2 	B:	1599.035	1602.385	and it happened like three times already in like the same school
3003-1 	A:	1599.58	1658.099	<S>
3003-2 	B:	1602.385	1604.897	<S>
3003-2 	B:	1604.897	1612.422	we were all wondering like what was happening [lah] and then my friend who was hosting his radio show at the time (ppb) he just heard like a loud crash
3003-2 	B:	1612.422	1613.172	<S>
3003-2 	B:	1613.172	1614.622	but he couldn't leave
3003-2 	B:	1614.622	1620.459	so he just kept talking until his radio show have ended then he went out and then he saw the glass everywhere
3003-2 	B:	1620.459	1625.272	and then on his next radio show right he had another he had a cohost (um)
3003-2 	B:	1625.272	1626.184	<S>
3003-2 	B:	1626.184	1628.084	and then they were discussing it
3003-2 	B:	1628.084	1630.409	so apparently what happens
3003-2 	B:	1630.409	1636.959	is that when they install the cracks right it is natural for such glass to have
3003-2 	B:	1636.959	1638.54	(um) micro cracks in it
3003-2 	B:	1638.54	1639.49	<S>
3003-2 	B:	1639.49	1642.14	so which are like small small cracks within the
3003-2 	B:	1642.14	1643.415	glass itself
3003-2 	B:	1643.415	1644.04	<S>
3003-2 	B:	1644.04	1647.94	and when the weather like fluctuates when it becomes really hot really cold
3003-2 	B:	1647.94	1648.515	<S>
3003-2 	B:	1648.515	1649.16	like
3003-2 	B:	1649.16	1650.485	very quickly
3003-2 	B:	1650.485	1651.497	the
3003-2 	B:	1651.497	1653.897	(um) glass starts to expand and contract
3003-2 	B:	1653.897	1655.535	like very quickly also
3003-2 	B:	1655.535	1657.77	and then this cause it to just shatter
3003-2 	B:	1657.77	1660.545	<S>
3003-1 	A:	1658.099	1662.269893	so why install glass doors (ppb)
3003-2 	B:	1660.545	1661.733	(err) I think
3003-2 	B:	1661.733	1664.32	and I think it has been there for quite some time already
3003-1 	A:	1662.269893	1690.073	<S>
3003-2 	B:	1664.32	1665.17	<S>
3003-2 	B:	1665.17	1666.17	yeah cause
3003-2 	B:	1666.17	1666.738	<S>
3003-2 	B:	1666.738	1668.85	I think it's not a new instalment
3003-2 	B:	1668.85	1669.688	<S>
3003-2 	B:	1669.688	1674.676	and I think af~ through like through the years the glass just went through a few wear and tears
3003-2 	B:	1674.676	1675.413	<S>
3003-2 	B:	1675.413	1677.338	and then so finally it exploded
3003-2 	B:	1677.338	1678.376	but since
3003-2 	B:	1678.376	1679.488	<S>
3003-2 	B:	1679.488	1680.281	<Z>
3003-2 	B:	1680.281	1682.556	to keep to maintain with the decor right
3003-2 	B:	1682.556	1683.781	the new
3003-2 	B:	1683.781	1687.743	the new doors were also made out of glass like it was the identical one
3003-2 	B:	1687.743	1688.348	<S>
3003-2 	B:	1688.348	1689.198	so ya
3003-2 	B:	1689.198	1694.224	<S>
3003-1 	A:	1690.073	1694.185	wait so these doors are like for what main entrance or
3003-1 	A:	1694.185	1700.31	<S>
3003-2 	B:	1694.224	1694.986	they are like
3003-2 	B:	1694.986	1695.461	<S>
3003-2 	B:	1695.461	1698.351	yeah yeah it's like the entrance to
3003-2 	B:	1698.351	1698.839	<S>
3003-2 	B:	1698.839	1700.789	like some walkway yeah
3003-1 	A:	1700.31	1701.873	[oh] then I have it [eh]
3003-2 	B:	1700.789	1707.846	<S>
3003-1 	A:	1701.873	1706.11	but it's not like the very tall one maybe it's just like this ordinary
3003-1 	A:	1706.11	1707.897	the normal door size [lor]
3003-2 	B:	1707.846	1710.580243	ours is quite big [lah] you know cause  
3003-1 	A:	1707.897	1712.385	<S>
3003-2 	B:	1710.580243	1711.366578	<Z>
3003-2 	B:	1711.366578	1712.534	my kind of extra
3003-1 	A:	1712.385	1714.385	okay (ppl) okay
3003-2 	B:	1712.534	1714.972	<S>
3003-1 	A:	1714.385	1718.46	<S>
3003-2 	B:	1714.972	1717.489	[oh] here they have makeup let's talk about makeup
3003-2 	B:	1717.489	1718.252	<S>
3003-2 	B:	1718.252	1719.914	I don't wear any makeup (ppl)
3003-1 	A:	1718.46	1719.247	yeah [lah]
3003-1 	A:	1719.247	1719.797	<S>
3003-1 	A:	1719.797	1720.91	I was thinking
3003-2 	B:	1719.914	1735.462	<S>
3003-1 	A:	1720.91	1725.547	of like putting makeup [eh] ever since like I don't know poly year one but then like
3003-1 	A:	1725.547	1726.397	<S>
3003-1 	A:	1726.397	1731.335	it's like too much effort you know like when you have to wake up then imagine if you are late
3003-1 	A:	1731.335	1747.297	<S>
3003-2 	B:	1735.462	1737.5	(um) but you don't have to do it everyday though
3003-2 	B:	1737.5	1739.562	I guess like on certain days you can
3003-2 	B:	1739.562	1741.762	make the effort to wake up earlier
3003-2 	B:	1741.762	1742.487	and do it
3003-2 	B:	1742.487	1743.05	<S>
3003-2 	B:	1743.05	1745.81	but at the end of the day it's up to you [lah] if you want to do it do it don't do it
3003-2 	B:	1745.81	1747.56	then if you don't want do then don't do [lah]
3003-1 	A:	1747.297	1751.559	I've tried like a few times to draw my brows but then it's like damn off
3003-2 	B:	1747.56	1748.573	<S>
3003-2 	B:	1748.573	1749.223	<Z>
3003-2 	B:	1749.223	1749.798	<S>
3003-2 	B:	1749.798	1750.473	<Z>
3003-2 	B:	1750.473	1767.486	<S>
3003-1 	A:	1751.559	1752.422	it looks like
3003-1 	A:	1752.422	1753.234	<S>
3003-1 	A:	1753.234	1756.484	it looks thick thicker than usual
3003-1 	A:	1756.484	1757.072	<S>
3003-1 	A:	1757.072	1758.597	then I always like end up rubbing off
3003-1 	A:	1758.597	1759.334	<S>
3003-1 	A:	1759.334	1761.022	but usually when I draw right
3003-1 	A:	1761.022	1761.397	<S>
3003-1 	A:	1761.397	1766.071	and I actually walk like leave home with it right it's not very obvious
3003-1 	A:	1766.071	1766.559	<S>
3003-1 	A:	1766.559	1767.737358	like it's just subtle
3003-2 	B:	1767.486	1769.348	I I feel like it's more in your head
3003-1 	A:	1767.737358	1778.996	<S>
3003-2 	B:	1769.348	1769.773	<S>
3003-2 	B:	1769.773	1771.848	because you are more used to your face
3003-2 	B:	1771.848	1774.348	so like if something's off then you know
3003-2 	B:	1774.348	1778.008	whereas if it's like other people see you they might not know the difference
3003-2 	B:	1778.008	1780.659	<S>
3003-1 	A:	1778.996	1780.346	maybe
3003-1 	A:	1780.346	1789.408	<S>
3003-2 	B:	1780.659	1784.569	also like w~ what do you think about my eyebrows I had this idea last night
3003-2 	B:	1784.569	1785.081	<S>
3003-2 	B:	1785.081	1786.406	wait what do you think of my eyebrows
3003-2 	B:	1786.406	1790.931	<S>
3003-1 	A:	1789.408	1791.021	very straight (ppl)
3003-2 	B:	1790.931	1793.449	like they really not curve like this one not a arch here
3003-1 	A:	1791.021	1793.746	<S>
3003-2 	B:	1793.449	1794.286	<S>
3003-1 	A:	1793.746	1795.233	do anything to your brows
3003-2 	B:	1794.286	1795.136	no I didn't
3003-2 	B:	1795.136	1797.449	<S>
3003-1 	A:	1795.233	1800.158	<Z>
3003-2 	B:	1797.449	1798.174	okay here
3003-2 	B:	1798.174	1802.819	<S>
3003-1 	A:	1800.158	1801.883	they like very close to your
3003-1 	A:	1801.883	1802.408	<S>
3003-1 	A:	1802.408	1803.383	eyes (ppo)
3003-2 	B:	1802.819	1803.644	eyes right
3003-1 	A:	1803.383	1804.246	<S>
3003-2 	B:	1803.644	1804.177	<S>
3003-2 	B:	1804.177	1804.794	okay
3003-1 	A:	1804.246	1809.533	maybe that's why it like makes you look scarier I don't know (ppl)
3003-2 	B:	1804.794	1807.544	<S>
3003-2 	B:	1807.544	1808.744	excuse me
3003-2 	B:	1808.744	1811.419	so I went from ugly to scary thanks
3003-1 	A:	1809.533	1811.621	<S>
3003-2 	B:	1811.419	1815.474	<S>
3003-1 	A:	1811.621	1814.646	no I didn't say you were ugly
3003-1 	A:	1814.646	1834.119	<S>
3003-2 	B:	1815.474	1816.399	that but
3003-2 	B:	1816.399	1817.039	<S>
3003-2 	B:	1817.039	1817.963	I don't know
3003-2 	B:	1817.963	1820.076	[eh] actually it was all recorded [lah] so
3003-2 	B:	1820.076	1820.776	<S>
3003-2 	B:	1820.776	1822.588	they will they will know you called me ugly
3003-2 	B:	1822.588	1823.576	<S>
3003-2 	B:	1823.576	1824.513	but whatever
3003-2 	B:	1824.513	1824.901	<S>
3003-2 	B:	1824.901	1826.501	(uh) [oh] I wanted to
3003-2 	B:	1826.501	1827.526	<S>
3003-2 	B:	1827.526	1828.938	dye my eyebrows (ppl)
3003-2 	B:	1828.938	1830.351	<S>
3003-2 	B:	1830.351	1834.663	no I think it'll be really cool to like just have you know purple eyebrows or something like that
3003-1 	A:	1834.119	1836.22	wait only your eyebrows
3003-2 	B:	1834.663	1836.051	<S>
3003-2 	B:	1836.051	1837.363	ya just my eyebrows
3003-1 	A:	1836.22	1838.058	<S>
3003-2 	B:	1837.363	1843.088	<S>
3003-1 	A:	1838.058	1839.879	if you wanna dye your eyebrows right
3003-1 	A:	1839.879	1843.459	you know just go yellow [lah] (ppl) you know the blonde one
3003-2 	B:	1843.088	1844.547	no I want to go
3003-1 	A:	1843.459	1845.284	the blonde kind of colour
3003-2 	B:	1844.547	1845.426	<S>
3003-1 	A:	1845.284	1852.634	<S>
3003-2 	B:	1845.426	1847.051	no I want to do like purple
3003-2 	B:	1847.051	1848.026	<S>
3003-2 	B:	1848.026	1850.689	or like maybe I won't dye it but I will like draw them in
3003-2 	B:	1850.689	1851.176	<S>
3003-2 	B:	1851.176	1852.114	purple or something
3003-2 	B:	1852.114	1852.551	<S>
3003-2 	B:	1852.551	1853.476	or like paint them
3003-1 	A:	1852.634	1853.172	<Z>
3003-1 	A:	1853.172	1853.634	<S>
3003-2 	B:	1853.476	1855.689	<S>
3003-1 	A:	1853.634	1855.922	you know like those #Getai#
3003-2 	B:	1855.689	1857.564	[oh] my god (ppl) correct correct
3003-1 	A:	1855.922	1858.422	then their make-up is like damn extra one
3003-2 	B:	1857.564	1858.214	<S>
3003-2 	B:	1858.214	1858.839	correct
3003-1 	A:	1858.422	1877.159	<S>
3003-2 	B:	1858.839	1859.589	<S>
3003-2 	B:	1859.589	1860.776	[oh] my god okay
3003-2 	B:	1860.776	1861.776	<S>
3003-2 	B:	1861.776	1865.814	anyways but don't you think it will be quite cool like could you like picture me just
3003-2 	B:	1865.814	1866.539	<S>
3003-2 	B:	1866.539	1869.626	like going to meet you at MacDonald's in two in the morning
3003-2 	B:	1869.626	1870.764	and then I just have like
3003-2 	B:	1870.764	1871.889	<S>
3003-2 	B:	1871.889	1873.089	purple eyebrows
3003-2 	B:	1873.089	1873.601	<S>
3003-2 	B:	1873.601	1875.576	like Barney the Dinosaur coloured
3003-2 	B:	1875.576	1876.339	my eyebrows
3003-2 	B:	1876.339	1884.889	<S>
3003-1 	A:	1877.159	1879.571	I can okay I can imagine you with
3003-1 	A:	1879.571	1883.084	lipstick any colour any bright colour will do
3003-1 	A:	1883.084	1885.021	but just not your eyebrows
3003-2 	B:	1884.889	1886.739	why lipstick like you always like talk
3003-1 	A:	1885.021	1895.909	<S>
3003-2 	B:	1886.739	1888.589	about not you always talk but
3003-2 	B:	1888.589	1889.151	<S>
3003-2 	B:	1889.151	1892.751	you always like you told me before the lips are the most prominent part of my face but I don't think so
3003-2 	B:	1892.751	1893.626	<S>
3003-2 	B:	1893.626	1895.539	I think like once I start wearing contacts and
3003-2 	B:	1895.539	1909.139	<S>
3003-1 	A:	1895.909	1897.171	no cause like your
3003-1 	A:	1897.171	1900.484	upper lips is like thin but your lower lips is like
3003-1 	A:	1900.484	1901.408	<S>
3003-1 	A:	1901.408	1902.521	like more
3003-1 	A:	1902.521	1904.071	it looks soft
3003-1 	A:	1904.071	1906.083	that's why maybe is like it look
3003-1 	A:	1906.083	1908.333	it protrudes or something I don't know
3003-1 	A:	1908.333	1915.971	<S>
3003-2 	B:	1909.139	1910.377	stop flirting with me
3003-2 	B:	1910.377	1910.939	<S>
3003-2 	B:	1910.939	1911.914	I am taken
3003-2 	B:	1911.914	1914.077	<S>
3003-2 	B:	1914.077	1915.527	I think you're too soft
3003-2 	B:	1915.527	1917.364	<S>
3003-1 	A:	1915.971	1917.621	I'm not even speaking
3003-2 	B:	1917.364	1918.302	exactly
3003-1 	A:	1917.621	1921.933	<S>
3003-2 	B:	1918.302	1918.752	<S>
3003-2 	B:	1918.752	1919.289	okay
3003-2 	B:	1919.289	1920.227	<S>
3003-2 	B:	1920.227	1921.764	let's see what they have
3003-2 	B:	1921.764	1928.502	<S>
3003-1 	A:	1921.933	1922.671	food
3003-1 	A:	1922.671	1923.383	<S>
3003-1 	A:	1923.383	1925.333	!wah! I've been craving for cake [eh]
3003-1 	A:	1925.333	1926.221	<S>
3003-1 	A:	1926.221	1927.721	you know like those kind of
3003-1 	A:	1927.721	1929.733	brownie brownie cake
3003-2 	B:	1928.502	1929.952	not scared become fat [meh]
3003-1 	A:	1929.733	1931.058	<S>
3003-2 	B:	1929.952	1936.552	<S>
3003-1 	A:	1931.058	1936.62	fat then fat [lah] can always work out what work out eat to work out [ah]
3003-2 	B:	1936.552	1938.302	no you work out to eat
3003-1 	A:	1936.62	1939.795	<S>
3003-2 	B:	1938.302	1952.427	<S>
3003-1 	A:	1939.795	1941.045	same [lah] (ppb)
3003-1 	A:	1941.045	1941.845	<S>
3003-1 	A:	1941.845	1943.733	but like I bought cake yesterday
3003-1 	A:	1943.733	1944.733	<S>
3003-1 	A:	1944.733	1946.058	it's like a #kaya# cake
3003-1 	A:	1946.058	1952.158	it's damn nice you know the bakery at (um) White-Sands-Interchange the bus interchange
3003-1 	A:	1952.158	1953.27	<S>
3003-2 	B:	1952.427	1954.476	the new one the #Nyonya# bakery
3003-1 	A:	1953.27	1954.795	yeah the yeah the new one
3003-2 	B:	1954.476	1955.114	yeah
3003-1 	A:	1954.795	1956.895	it's called #Swee-Heng#Bakery by the way
3003-2 	B:	1955.114	1956.964	<S>
3003-1 	A:	1956.895	1958.22	<S>
3003-2 	B:	1956.964	1958.539	is it not called #Nyonya#
3003-1 	A:	1958.22	1960.483	is #Swee-Heng# the #Nyonya# one is
3003-2 	B:	1958.539	1970.327	<S>
3003-1 	A:	1960.483	1961.17	<S>
3003-1 	A:	1961.17	1964.945	it sells like (um) you know those traditional #kuehs#
3003-1 	A:	1964.945	1970.545	like the nine layer curry puff all these yeah that one is beside the beancurd shop
3003-2 	B:	1970.327	1971.702	beside the #Lao-Ban# right
3003-1 	A:	1970.545	1971.757	<S>
3003-2 	B:	1971.702	1974.927	<S>
3003-1 	A:	1971.757	1972.62	yeah #Lao-Ban#
3003-1 	A:	1972.62	1978.557	<S>
3003-2 	B:	1974.927	1976.352	(err) that's not called #Nyonya#
3003-2 	B:	1976.352	1978.19	[oh] wait that is #Nyonya# #Nyonya# is beside
3003-2 	B:	1978.19	1979.14	the #Lao-Ban#
3003-1 	A:	1978.557	1981.27	#Lao-Ban# but it's usually not open [eh]
3003-2 	B:	1979.14	1980.827	<S>
3003-2 	B:	1980.827	1983.052	the furthest one is the new one right
3003-1 	A:	1981.27	1982.857	<S>
3003-1 	A:	1982.857	1983.382	ya
3003-2 	B:	1983.052	1985.89	I'm thinking of that that one I've tried before that one is quite good
3003-1 	A:	1983.382	1985.882	<S>
3003-1 	A:	1985.882	1987.12	ya not bad right
3003-2 	B:	1985.89	1986.74	<S>
3003-2 	B:	1986.74	1987.415	yeah not bad
3003-1 	A:	1987.12	2009.319	<S>
3003-2 	B:	1987.415	1988.277	<S>
3003-2 	B:	1988.277	1990.115	I always get the tuna okay here's the thing
3003-2 	B:	1990.115	1990.69	<S>
3003-2 	B:	1990.69	1994.202	my favorite kind of bread or like puff is like always tuna
3003-2 	B:	1994.202	1994.765	<S>
3003-2 	B:	1994.765	1996.54	and then the second is like chicken pie
3003-2 	B:	1996.54	1998.215	even though I don't like chicken
3003-2 	B:	1998.215	2001.429	but I like the consistency of the pie
3003-2 	B:	2001.429	2002.397	I know it's weird
3003-2 	B:	2002.397	2003.222	<S>
3003-2 	B:	2003.222	2004.535	yeah okay the thing is right
3003-2 	B:	2004.535	2005.285	<S>
3003-2 	B:	2005.285	2009.085	I realised I'm I'm quite a picky eater but I don't like to admit to it
3003-2 	B:	2009.085	2011.06	<S>
3003-1 	A:	2009.319	2010.569	yeah I think you are
3003-1 	A:	2010.569	2021.659	<S>
3003-2 	B:	2011.06	2013.822	because (um) okay my issue is
3003-2 	B:	2013.822	2014.41	<S>
3003-2 	B:	2014.41	2014.885	I don't
3003-2 	B:	2014.885	2015.747	<S>
3003-2 	B:	2015.747	2018.76	I don't eat sauces I don't like the word sauce I find
3003-2 	B:	2018.76	2021.222	the word sauce really disgusting
3003-2 	B:	2021.222	2021.722	<S>
3003-1 	A:	2021.659	2022.508	why
3003-2 	B:	2021.722	2023.36	and I I don't know [lah] have you
3003-1 	A:	2022.508	2030.933	<S>
3003-2 	B:	2023.36	2026.572	ever seen me like eat sauce okay maybe there's exception to
3003-2 	B:	2026.572	2027.61	<S>
3003-2 	B:	2027.61	2029.147	there's an exception to
3003-2 	B:	2029.147	2031.122	maybe mustard and chili
3003-1 	A:	2030.933	2031.721	curry
3003-2 	B:	2031.122	2032.097	<S>
3003-1 	A:	2031.721	2044.558	<S>
3003-2 	B:	2032.097	2033.647	no like curry sauce no
3003-2 	B:	2033.647	2034.535	<S>
3003-2 	B:	2034.535	2037.897	and I just don't like how it looks like it looks like very shiny
3003-2 	B:	2037.897	2039.322	it looks very synthetic
3003-2 	B:	2039.322	2040.172	<S>
3003-2 	B:	2040.172	2044.585	and it's just unappetising to me if I wanted to eat glitter I would go eat glitter you know
3003-1 	A:	2044.558	2045.933	[oh] so you like
3003-2 	B:	2044.585	2053.897	<S>
3003-1 	A:	2045.933	2053.546	you're more of like the western kind of people [ah] like you know they always like put their spices you know like rosemary cumin all these is it
3003-1 	A:	2053.546	2054.471	<S>
3003-2 	B:	2053.897	2057.347	no I'm just Indian and we use our spices too
3003-1 	A:	2054.471	2055.258	<Z>
3003-1 	A:	2055.258	2058.058	<S>
3003-2 	B:	2057.347	2060.285	<S>
3003-1 	A:	2058.058	2059.508	I like cumin
3003-1 	A:	2059.508	2061.183	<S>
3003-2 	B:	2060.285	2060.922	cumin
3003-2 	B:	2060.922	2063.66	<S>
3003-1 	A:	2061.183	2063.121	isn't cumin a Indian spice
3003-1 	A:	2063.121	2081.471	<S>
3003-2 	B:	2063.66	2065.780228	okay so (um) the thing with spi~
3003-2 	B:	2065.780228	2069.11	spices right I don't really know the English name of of them
3003-2 	B:	2069.11	2072.222	cause like when I cook with my grandmother she will either refer it
3003-2 	B:	2072.222	2072.785	<S>
3003-2 	B:	2072.785	2074.847	to it in Malay or Hindi
3003-2 	B:	2074.847	2075.372	<S>
3003-2 	B:	2075.372	2075.935	so like
3003-2 	B:	2075.935	2076.66	<S>
3003-2 	B:	2076.66	2077.41	cumin I
3003-2 	B:	2077.41	2078.035	<S>
3003-2 	B:	2078.035	2080.91	I guess if you showed me a picture I would know
3003-2 	B:	2080.91	2082.06	<S>
3003-1 	A:	2081.471	2083.371	I lazy to take out my phone
3003-2 	B:	2082.06	2082.885	what it was
3003-2 	B:	2082.885	2086.185	<S>
3003-1 	A:	2083.371	2085.846	I show you I will show you later [lah]
3003-1 	A:	2085.846	2090.596	<S>
3003-2 	B:	2086.185	2086.922	cumin
3003-2 	B:	2086.922	2087.76	<S>
3003-2 	B:	2087.76	2088.785	cumin is it like
3003-2 	B:	2088.785	2089.785	<S>
3003-2 	B:	2089.785	2091.46	brown powder or something like that
3003-1 	A:	2090.596	2092.296	yeah it's a brown powder
3003-2 	B:	2091.46	2098.822	<S>
3003-1 	A:	2092.296	2094.033	<S>
3003-1 	A:	2094.033	2095.483	!wah! what are the taste
3003-1 	A:	2095.483	2101.233	<S>
3003-2 	B:	2098.822	2099.81	no it's not
3003-2 	B:	2099.81	2103.822	<S>
3003-1 	A:	2101.233	2105.896	I also like (um) rosemary you know it's like
3003-2 	B:	2103.822	2104.247	<Z>
3003-2 	B:	2104.247	2104.797	<S>
3003-2 	B:	2104.797	2108.472	okay rosemary is like kind of a western thing I don't think we have it in
3003-1 	A:	2105.896	2118.746	<S>
3003-2 	B:	2108.472	2109.585	Asian cooking
3003-2 	B:	2109.585	2111.41	<S>
3003-2 	B:	2111.41	2112.522	I have it at home too
3003-2 	B:	2112.522	2116.91	<S>
3003-2 	B:	2116.91	2118.66	what does N_T_U_C stands for do you know
3003-2 	B:	2118.66	2127.697	<S>
3003-1 	A:	2118.746	2119.996	<Z>
3003-1 	A:	2119.996	2120.946	is it
3003-1 	A:	2120.946	2122.609	national trade
3003-1 	A:	2122.609	2123.884	<S>
3003-1 	A:	2123.884	2124.759	union
3003-1 	A:	2124.759	2127.346	<S>
3003-1 	A:	2127.346	2129.534	what's the C yeah
3003-2 	B:	2127.697	2128.297	centre
3003-2 	B:	2128.297	2138.397	<S>
3003-1 	A:	2129.534	2130.696	close enough
3003-1 	A:	2130.696	2131.646	<S>
3003-1 	A:	2131.646	2134.071	but is it called FairPrice or N_T_U_C
3003-1 	A:	2134.071	2137.121	is FairPrice by N_T_U_C right
3003-1 	A:	2137.121	2146.146	<S>
3003-2 	B:	2138.397	2139.66	ya I think so
3003-2 	B:	2139.66	2140.497	<S>
3003-2 	B:	2140.497	2143.585	actually I've never noticed [eh] #jeera# it's called #jeera#
3003-2 	B:	2143.585	2144.71	<S>
3003-2 	B:	2144.71	2145.835	in Hindi
3003-2 	B:	2145.835	2148.122	<S>
3003-1 	A:	2146.146	2148.346	so you got use #jeera# [lah]
3003-2 	B:	2148.122	2149.61	ya okay ya #jeera#
3003-1 	A:	2148.346	2156.121	<S>
3003-2 	B:	2149.61	2150.322	<S>
3003-2 	B:	2150.322	2151.747	okay you know like in #muruku#
3003-2 	B:	2151.747	2152.385	<S>
3003-2 	B:	2152.385	2154.41	ya we use a lot of cumin
3003-2 	B:	2154.41	2157.11	<S>
3003-1 	A:	2156.121	2159.509	yeah I like cumin but like we ran out of it at home
3003-2 	B:	2157.11	2157.535	like
3003-2 	B:	2157.535	2161.297	<S>
3003-1 	A:	2159.509	2163.459	<S>
3003-2 	B:	2161.297	2163.81	what do you put your cumin in like what do you put
3003-1 	A:	2163.459	2165.346	(um) salmon
3003-2 	B:	2163.81	2171.847	<S>
3003-1 	A:	2165.346	2166.546	<S>
3003-1 	A:	2166.546	2171.984	or like (uh) when I cook like vegetables you know like asparagus
3003-2 	B:	2171.847	2172.972	this one right
3003-1 	A:	2171.984	2174.871	<S>
3003-2 	B:	2172.972	2175.785	<S>
3003-1 	A:	2174.871	2177.696	ya the powder one [eh]
3003-2 	B:	2175.785	2177.322	they have like a very
3003-2 	B:	2177.322	2180.01	they have a very distinct taste [oh] you eat the powder one
3003-1 	A:	2177.696	2179.809	<S>
3003-1 	A:	2179.809	2181.071	ya I eat the powder
3003-2 	B:	2180.01	2180.922	<S>
3003-2 	B:	2180.922	2182.022	[oh] so (um)
3003-1 	A:	2181.071	2181.734	<S>
3003-1 	A:	2181.734	2183.571	wait so cumin is the star [ah]
3003-2 	B:	2182.022	2184.049	<S>
3003-1 	A:	2183.571	2215.335082	<S>
3003-2 	B:	2184.049	2186.061	no this is not the star cumin looks like
3003-2 	B:	2186.061	2187.286	<S>
3003-2 	B:	2187.286	2189.398	shrivelled up (um) sunflower seeds
3003-2 	B:	2189.398	2190.648	(ppo) it looks like that
3003-2 	B:	2190.648	2192.548	it looks like a like a a
3003-2 	B:	2192.548	2195.423	very thin cousin of the sunflower seed
3003-2 	B:	2195.423	2197.636	and the thing is that (um)
3003-2 	B:	2197.636	2198.398	<S>
3003-2 	B:	2198.398	2201.586	although it makes your food quite flavorful right
3003-2 	B:	2201.586	2202.973	when you bite into it inside
3003-2 	B:	2202.973	2204.198	<S>
3003-2 	B:	2204.198	2205.673	it's not very bitter it's just
3003-2 	B:	2205.673	2206.336	<S>
3003-2 	B:	2206.336	2207.573	a very intense
3003-2 	B:	2207.573	2209.923	flavor is a more intensified cumin flavor
3003-2 	B:	2209.923	2212.31	<S>
3003-2 	B:	2212.31	2214.285	(um) we try not to use a lot
3003-2 	B:	2214.285	2218.198	<S>
3003-1 	A:	2215.335082	2218.465	okay can we like stop talking about food cause
3003-2 	B:	2218.198	2220.973	and quite hungry right no but I don't know
3003-1 	A:	2218.465	2220.295	I'm like ya quite hungry
3003-1 	A:	2220.295	2221.085	<S>
3003-2 	B:	2220.973	2224.31	<S>
3003-1 	A:	2221.085	2222.185	wait you want biscuit
3003-1 	A:	2222.185	2223.26	they have biscuit here
3003-1 	A:	2223.26	2231.21	<S>
3003-2 	B:	2224.31	2226.11	<Z>
3003-2 	B:	2226.11	2227.085	<S>
3003-2 	B:	2227.085	2229.385	no I don't know I like a lot of spices
3003-2 	B:	2229.385	2234.535	<S>
3003-1 	A:	2231.21	2233.348	we haven't went running right this week
3003-1 	A:	2233.348	2237.596	<S>
3003-2 	B:	2234.535	2236.885	did we [oh] yeah we haven't okay how about
3003-2 	B:	2236.885	2239.623	<S>
3003-1 	A:	2237.596	2241.358	you want to run with Don and I wait you're not free on Friday right tomorrow
3003-2 	B:	2239.623	2240.548	when
3003-2 	B:	2240.548	2241.435	<S>
3003-1 	A:	2241.358	2275.437	<S>
3003-2 	B:	2241.435	2242.598	Friday (um)
3003-2 	B:	2242.598	2244.908	<S>
