Conv.ID	SCD	Gender	Age	Ethnicity	Education	Occupation	Languages	First.Lang	Partner.ID	Relationship	Transcripts
3103	3103-1	F	2X	CHINESE	BACHELOR	STUDENT	"ENGLISH,CHINESE"	ENGLISH	3103-2	FRIENDS	Same Room
3103	3103-2	M	2X	CHINESE	BACHELOR	STUDENT	"ENGLISH,CHINESE"	ENGLISH	3103-1	FRIENDS	Same Room
3104	3104-1	F	2X	CHINESE	BACHELOR	STUDENT	"ENGLISH,CHINESE"	ENGLISH	3104-2	FRIENDS	Same Room
3104	3104-2	F	2X	CHINESE	BACHELOR	STUDENT	"ENGLISH,CHINESE"	ENGLISH	3104-1	FRIENDS	Same Room
3105	3105-1	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3105-2	PARTNER	Same Room
3105	3105-2	M	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3105-1	PARTNER	Same Room
3106	3106-1	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3106-2	FRIENDS	Same Room
3106	3106-2	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3106-1	FRIENDS	Same Room
3107	3107-1	F	3X	INDIAN	BACHELOR	N/A	ENGLISH	ENGLISH	3107-2	FAMILY	Same Room
3107	3107-2	F	5X	INDIAN	O-LEVEL	N/A	ENGLISH	ENGLISH	3107-1	FAMILY	Same Room
3108	3108-1	F	2X	MALAY	BACHELOR	N/A	"ENGLISH,MALAY"	ENGLISH	3108-2	PARTNER	Same Room
3108	3108-2	M	2X	MALAY	BACHELOR	N/A	"ENGLISH,MALAY"	ENGLISH	3108-1	PARTNER	Same Room
3109	3109-1	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3109-2	PARTNER	Same Room
3109	3109-2	M	2X	CHINESE	BACHELOR	N/A	ENGLISH	CHINESE	3109-1	PARTNER	Same Room
3110	3110-1	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3110-2	FRIENDS	Same Room
3110	3110-2	M	2X	CHINESE	BACHELOR	N/A	ENGLISH	CHINESE	3110-1	FRIENDS	Same Room
3111	3111-1	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3111-2	PARTNER	Same Room
3111	3111-2	M	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3111-1	PARTNER	Same Room
3112	3112-1	M	3X	CHINESE	BACHELOR	N/A	ENGLISH	CHINESE	3112-2	FAMILY	Same Room
3112	3112-2	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	CHINESE	3112-1	FAMILY	Same Room
3113	3113-1	F	3X	CHINESE	DIPLOMA	N/A	ENGLISH	ENGLISH	3113-2	FAMILY	Same Room
3113	3113-2	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3113-1	FAMILY	Same Room
3114	3114-1	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3114-2	FRIENDS	Same Room
3114	3114-2	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3114-1	FRIENDS	Same Room
3115	3115-1	F	3X	CHINESE	BACHELOR	N/A	ENGLISH	CHINESE	3115-2	FRIENDS	Same Room
3115	3115-2	F	3X	CHINESE	BACHELOR	N/A	ENGLISH	CHINESE	3115-1	FRIENDS	Same Room
3116	3116-1	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3116-2	FRIENDS	Same Room
3116	3116-2	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3116-1	FRIENDS	Same Room
3117	3117-1	M	4X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3117-2	FRIENDS	Same Room
3117	3117-2	F	5X	CHINESE	O-LEVEL	N/A	ENGLISH	ENGLISH	3117-1	FRIENDS	Same Room
3118	3118-1	M	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3118-2	FRIENDS	Same Room
3118	3118-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3118-1	FRIENDS	Same Room
3119	3119-1	M	1X	CHINESE	DIPLOMA	STUDENT	ENGLISH	ENGLISH	3119-2	FRIENDS	Same Room
3119	3119-2	M	1X	CHINESE	DIPLOMA	STUDENT	ENGLISH	ENGLISH	3119-1	FRIENDS	Same Room
3120	3120-1	F	3X	CHINESE	DIPLOMA	N/A	ENGLISH	ENGLISH	3120-2	FRIENDS	Same Room
3120	3120-2	F	3X	CHINESE	DIPLOMA	N/A	ENGLISH	ENGLISH	3120-1	FRIENDS	Same Room
3121	3121-1	F	2X	MALAY	BACHELOR	STUDENT	ENGLISH	ENGLISH	3121-2	FRIENDS	Same Room
3121	3121-2	F	2X	INDIAN	BACHELOR	STUDENT	ENGLISH	ENGLISH	3121-1	FRIENDS	Same Room
3122	3122-1	F	5X	CHINESE	DIPLOMA	N/A	ENGLISH	ENGLISH	3122-2	FRIENDS	Same Room
3122	3122-2	F	6X	CHINESE	DIPLOMA	RETIRED	ENGLISH	ENGLISH	3122-1	FRIENDS	Same Room
3123	3123-1	F	3X	CHINESE	BACHELOR	PART-TIME	ENGLISH	ENGLISH	3123-2	FRIENDS	Same Room
3123	3123-2	F	3X	MALAY	BACHELOR	PART-TIME	ENGLISH	ENGLISH	3123-1	FRIENDS	Same Room
3124	3124-1	M	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	CHINESE	3124-2	FRIENDS	Same Room
3124	3124-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3124-1	FRIENDS	Same Room
3125	3125-1	M	3X	CHINESE	BACHELOR	EXECUTIVE	ENGLISH	CHINESE	3125-2	FRIENDS	Same Room
3125	3125-2	F	2X	CHINESE	BACHELOR	SELF-EMPLOYED	ENGLISH	CHINESE	3125-1	FRIENDS	Same Room
3126	3126-1	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	CHINESE	3126-2	FRIENDS	Same Room
3126	3126-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	CHINESE	3126-1	FRIENDS	Same Room
3127	3127-1	M	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3127-2	FRIENDS	Same Room
3127	3127-2	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	CHINESE	3127-1	FRIENDS	Same Room
3128	3128-1	F	3X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3128-2	FRIENDS	Same Room
3128	3128-2	M	3X	MALAY	DIPLOMA	MILITARY	ENGLISH	MALAY	3128-1	FRIENDS	Same Room
3129	3129-1	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3129-2	PARTNER	Same Room
3129	3129-2	M	3X	MALAY	DIPLOMA	MILITARY	ENGLISH	ENGLISH	3129-1	PARTNER	Same Room
3130	3130-1	F	1X	CHINESE	O-LEVEL	STUDENT	ENGLISH	CHINESE	3130-2	FAMILY	Same Room
3130	3130-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	CHINESE	3130-1	FAMILY	Same Room
3131	3131-1	F	3X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3131-2	FRIENDS	Same Room
3131	3131-2	F	3X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3131-1	FRIENDS	Same Room
3132	3132-1	F	3X	INDIAN	BACHELOR	STUDENT	ENGLISH	ENGLISH	3132-2	FRIENDS	Same Room
3132	3132-2	F	3X	CHINESE	BACHELOR	STUDENT	ENGLISH	CHINESE	3132-1	FRIENDS	Same Room
3133	3133-1	F	3X	CHINESE	BACHELOR	STUDENT	ENGLISH	CHINESE	3133-2	FRIENDS	Same Room
3133	3133-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3133-1	FRIENDS	Same Room
3134	3134-1	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3134-2	FRIENDS	Same Room
3134	3134-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3134-1	FRIENDS	Same Room
3135	3135-1	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3135-2	FRIENDS	Same Room
3135	3135-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3135-1	FRIENDS	Same Room
3136	3136-1	F	3X	CHINESE	BACHELOR	MANAGEMENT	ENGLISH	CHINESE	3136-2	PARTNER	Same Room
3136	3136-2	M	3X	CHINESE	BACHELOR	LAW & ORDER	ENGLISH	ENGLISH	3136-1	PARTNER	Same Room
3137	3137-1	F	3X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3137-2	FRIENDS	Same Room
3137	3137-2	F	3X	CHINESE	BACHELOR	RESEARCH	ENGLISH	ENGLISH	3137-1	FRIENDS	Same Room
3138	3138-1	M	3X	CHINESE	BACHELOR	FREELANCE	ENGLISH	ENGLISH	3138-2	FRIENDS	Same Room
3138	3138-2	M	3X	CHINESE	BACHELOR	ENGINEER	ENGLISH	ENGLISH	3138-1	FRIENDS	Same Room
3139	3139-1	F	4X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3139-2	FRIENDS	Same Room
3139	3139-2	M	4X	CHINESE	BACHELOR	N/A	ENGLISH	CHINESE	3139-1	FRIENDS	Same Room
3140	3140-1	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3140-2	PARTNER	Same Room
3140	3140-2	M	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	CHINESE	3140-1	PARTNER	Same Room
3141	3141-1	M	2X	CHINESE	BACHELOR	N/A	ENGLISH	CHINESE	3141-2	FAMILY	Same Room
3141	3141-2	F	2X	CHINESE	BACHELOR	N/A	ENGLISH	CHINESE	3141-1	FAMILY	Same Room
3142	3142-1	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3142-2	FRIENDS	Same Room
3142	3142-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3142-1	FRIENDS	Same Room
3143	3143-1	F	5X	CHINESE	BACHELOR	MANAGEMENT	"ENGLISH, CHINESE"	CHINESE	3143-2	FRIENDS	Same Room
3143	3143-2	F	4X	CHINESE	POSTGRADUATE	HOMEMAKER	"ENGLISH, CHINESE"	CHINESE	3143-1	FRIENDS	Same Room
3144	3144-1	M	4X	MALAY	DIPLOMA	TECHNICIAN	ENGLISH	ENGLISH	3144-2	FRIENDS	Same Room
3144	3144-2	M	4X	MALAY	DIPLOMA	TECHNICIAN	ENGLISH	ENGLISH	3144-1	FRIENDS	Same Room
3145	3145-1	F	3X	INDIAN	BACHELOR	N/A	ENGLISH	ENGLISH	3145-2	FRIENDS	Same Room
3145	3145-2	F	3X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3145-1	FRIENDS	Same Room
3146	3146-1	M	3X	INDIAN	BACHELOR	N/A	ENGLISH	ENGLISH	3146-2	FAMILY	Same Room
3146	3146-2	M	3X	INDIAN	BACHELOR	N/A	ENGLISH	ENGLISH	3146-1	FAMILY	Same Room
3147	3147-1	F	3X	MALAY	DIPLOMA	ANALYST	ENGLISH	ENGLISH	3147-2	FAMILY	Same Room
3147	3147-2	F	3X	INDIAN	POSTGRADUATE	CIVIL SERVANT	ENGLISH	ENGLISH	3147-1	FAMILY	Same Room
3148	3148-1	F	2X	MALAY	DIPLOMA	STUDENT	ENGLISH	ENGLISH	3148-2	FRIENDS	Same Room
3148	3148-2	F	1X	MALAY	A-LEVEL	STUDENT	ENGLISH	MALAY	3148-1	FRIENDS	Same Room
3149	3149-1	F	3X	INDIAN	DIPLOMA	ADMINISTRATION	ENGLISH	ENGLISH	3149-2	FRIENDS	Same Room
3149	3149-2	F	3X	INDIAN	DIPLOMA	ADMINISTRATION	ENGLISH	ENGLISH	3149-1	FRIENDS	Same Room
3150	3150-1	M	2X	INDIAN	DIPLOMA	MICE	ENGLISH	ENGLISH	3150-2	FRIENDS	Same Room
3150	3150-2	M	2X	MALAY	DIPLOMA	MEDIA	ENGLISH	ENGLISH	3150-1	FRIENDS	Same Room
3151	3151-1	M	3X	MALAY	BACHELOR	STUDENT	ENGLISH	MALAY	3151-2	PARTNER	Same Room
3151	3151-2	F	2X	MALAY	BACHELOR	STUDENT	ENGLISH	MALAY	3151-1	PARTNER	Same Room
3152	3152-1	M	2X	MALAY	DIPLOMA	STUDENT	ENGLISH	ENGLISH	3152-2	FRIENDS	Same Room
3152	3152-2	F	3X	MALAY	DIPLOMA	ADMINISTRATION	ENGLISH	ENGLISH	3152-1	FRIENDS	Same Room
3153	3153-1	M	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	CHINESE	3153-2	PARTNER	Same Room
3153	3153-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3153-1	PARTNER	Same Room
3154	3154-1	M	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3154-2	PARTNER	Same Room
3154	3154-2	F	1X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3154-1	PARTNER	Same Room
3155	3155-1	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3155-2	FRIENDS	Same Room
3155	3155-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3155-1	FRIENDS	Same Room
3156	3156-1	F	3X	MALAY	O-LEVEL	FREELANCE	"ENGLISH, MALAY"	MALAY	3156-2	FRIENDS	Same Room
3156	3156-2	M	3X	MALAY	DIPLOMA	OPERATIONS	"ENGLISH, MALAY"	MALAY	3156-1	FRIENDS	Same Room
3157	3157-1	M	3X	CHINESE	BACHELOR	EXECUTIVE	"ENGLISH, CHINESE"	ENGLISH	3157-2	FRIENDS	Same Room
3157	3157-2	M	3X	CHINESE	A-LEVEL	EXECUTIVE	"ENGLISH, CHINESE"	ENGLISH	3157-1	FRIENDS	Same Room
3158	3158-1	F	2X	CHINESE	A-LEVEL	STUDENT	"ENGLISH, CHINESE"	ENGLISH	3158-2	FRIENDS	Same Room
3158	3158-2	F	2X	CHINESE	A-LEVEL	STUDENT	"ENGLISH, CHINESE"	ENGLISH	3158-1	FRIENDS	Same Room
3159	3159-1	F	1X	CHINESE	A-LEVEL	STUDENT	"ENGLISH, CHINESE"	CHINESE	3159-2	FAMILY	Same Room
3159	3159-2	F	3X	CHINESE	BACHELOR	LAW & ORDER	"ENGLISH, CHINESE"	CHINESE	3159-1	FAMILY	Same Room
3160	3160-1	F	3X	CHINESE	DIPLOMA	EDUCATOR	"ENGLISH, CHINESE"	ENGLISH	3160-2	FAMILY	Same Room
3160	3160-2	M	1X	CHINESE	O-LEVEL	STUDENT	"ENGLISH, CHINESE"	CHINESE	3160-1	FAMILY	Same Room
3161	3161-1	M	2X	CHINESE	BACHELOR	STUDENT	"ENGLISH, CHINESE"	ENGLISH	3161-2	PARTNER	Same Room
3161	3161-2	F	2X	CHINESE	BACHELOR	STUDENT	"ENGLISH, CHINESE"	CHINESE	3161-1	PARTNER	Same Room
3162	3162-1	M	2X	CHINESE	A-LEVEL	N/A	"ENGLISH, CHINESE"	CHINESE	3162-2	PARTNER	Same Room
3162	3162-2	F	1X	CHINESE	A-LEVEL	STUDENT	"ENGLISH, CHINESE"	ENGLISH	3162-1	PARTNER	Same Room
3163	3163-1	M	3X	CHINESE	BACHELOR	SELF-EMPLOYED	ENGLISH	ENGLISH	3163-2	FRIENDS	Same Room
3163	3163-2	M	3X	CHINESE	BACHELOR	SELF-EMPLOYED	ENGLISH	ENGLISH	3163-1	FRIENDS	Same Room
3164	3164-1	M	3X	CHINESE	A-LEVEL	SELF-EMPLOYED	"ENGLISH, CHINESE"	ENGLISH	3164-2	FRIENDS	Same Room
3164	3164-2	M	3X	CHINESE	DIPLOMA	N/A	"ENGLISH, CHINESE"	ENGLISH	3164-1	FRIENDS	Same Room
3165	3165-1	F	2X	CHINESE	BACHELOR	STUDENT	"ENGLISH, CHINESE"	ENGLISH	3165-2	PARTNER	Same Room
3165	3165-2	M	2X	CHINESE	BACHELOR	STUDENT	"ENGLISH, CHINESE"	ENGLISH	3165-1	PARTNER	Same Room
3166	3166-1	M	1X	CHINESE	DIPLOMA	STUDENT	ENGLISH	ENGLISH	3166-2	PARTNER	Same Room
3166	3166-2	F	1X	CHINESE	A-LEVEL	STUDENT	ENGLISH	ENGLISH	3166-1	PARTNER	Same Room
3167	3167-1	F	2X	CHINESE	A-LEVEL	STUDENT	"ENGLISH, CHINESE"	ENGLISH	3167-2	PARTNER	Same Room
3167	3167-2	M	2X	CHINESE	A-LEVEL	STUDENT	"ENGLISH, CHINESE"	ENGLISH	3167-1	PARTNER	Same Room
3168	3168-1	F	2X	CHINESE	DIPLOMA	STUDENT	"ENGLISH, CHINESE"	ENGLISH	3168-2	PARTNER	Same Room
3168	3168-2	M	2X	CHINESE	DIPLOMA	MILITARY	"ENGLISH, CHINESE"	ENGLISH	3168-1	PARTNER	Same Room
3169	3169-1	F	3X	CHINESE	BACHELOR	RESEARCH	ENGLISH	ENGLISH	3169-2	FRIENDS	Same Room
3169	3169-2	F	3X	CHINESE	BACHELOR	RESEARCH	ENGLISH	ENGLISH	3169-1	FRIENDS	Same Room
3170	3170-1	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3170-2	FRIENDS	Same Room
3170	3170-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3170-1	FRIENDS	Same Room
3171	3171-1	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3171-2	PARTNER	Same Room
3171	3171-2	M	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3171-1	PARTNER	Same Room
3172	3172-1	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3172-2	PARTNER	Same Room
3172	3172-2	M	2X	CHINESE	BACHELOR	OPERATIONS	ENGLISH	ENGLISH	3172-1	PARTNER	Same Room
3173	3173-1	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3173-2	FRIENDS	Same Room
3173	3173-2	F	2X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	3173-1	FRIENDS	Same Room
3174	3174-1	F	5X	MALAY	A-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3174-2	PARTNER	Same Room
3174	3174-2	M	6X	MALAY	A-LEVEL	TECHNICIAN	ENGLISH	ENGLISH	3174-1	PARTNER	Same Room
3175	3175-1	F	3X	MALAY	BACHELOR	TECHNICIAN	ENGLISH	ENGLISH	3175-2	FRIENDS	Same Room
3175	3175-2	F	3X	MALAY	DIPLOMA	TECHNICIAN	ENGLISH	ENGLISH	3175-1	FRIENDS	Same Room
3176	3176-1	M	2X	MALAY	DIPLOMA	MILITARY	ENGLISH	ENGLISH	3176-2	FRIENDS	Same Room
3176	3176-2	M	2X	MALAY	DIPLOMA	MILITARY	ENGLISH	ENGLISH	3176-1	FRIENDS	Same Room
3177	3177-1	F	3X	MALAY	BACHELOR	ACCOUNTANT	ENGLISH	MALAY	3177-2	PARTNER	Same Room
3177	3177-2	M	3X	MALAY	BACHELOR	EXECUTIVE	ENGLISH	ENGLISH	3177-1	PARTNER	Same Room
3178	3178-1	M	3X	MALAY	BACHELOR	ADMINISTRATION	ENGLISH	ENGLISH	3178-2	FRIENDS	Same Room
3178	3178-2	M	3X	MALAY	BACHELOR	PART-TIME	ENGLISH	ENGLISH	3178-1	FRIENDS	Same Room
3179	3179-1	F	3X	MALAY	DIPLOMA	LAW & ORDER	ENGLISH	ENGLISH	3179-2	FRIENDS	Same Room
3179	3179-2	M	3X	MALAY	N-LEVEL	MANAGEMENT	ENGLISH	ENGLISH	3179-1	FRIENDS	Same Room
3180	3180-1	F	3X	OTHERS	BACHELOR	RESEARCH	ENGLISH	ENGLISH	3180-2	FRIENDS	Same Room
3180	3180-2	M	3X	MALAY	BACHELOR	MILITARY	ENGLISH	ENGLISH	3180-1	FRIENDS	Same Room
3181	3181-1	F	5X	CHINESE	DIPLOMA	ADMINISTRATION	ENGLISH	ENGLISH	3181-2	FRIENDS	Same Room
3181	3181-2	F	5X	CHINESE	DIPLOMA	ADMINISTRATION	ENGLISH	ENGLISH	3181-1	FRIENDS	Same Room
3182	3182-1	F	1X	MALAY	DIPLOMA	STUDENT	ENGLISH	MALAY	3182-2	FAMILY	Same Room
3182	3182-2	F	6X	MALAY	DIPLOMA	HOMEMAKER	ENGLISH	MALAY	3182-1	FAMILY	Same Room
3183	3183-1	M	3X	MALAY	N-LEVEL	OPERATIONS	ENGLISH	MALAY	3183-2	PARTNER	Same Room
3183	3183-2	F	3X	MALAY	N-LEVEL	HOMEMAKER	"ENGLISH,MALAY"	ENGLISH	3183-1	PARTNER	Same Room
3184	3184-1	F	3X	MALAY	DIPLOMA	TECHNICIAN	ENGLISH	ENGLISH	3184-2	FRIENDS	Same Room
3184	3184-2	F	3X	MALAY	BACHELOR	DESIGNER	ENGLISH	MALAY	3184-1	FRIENDS	Same Room
3185	3185-1	F	4X	INDIAN	DIPLOMA	EDUCATOR	ENGLISH	ENGLISH	3185-2	FRIENDS	Same Room
3185	3185-2	M	4X	INDIAN	BACHELOR	EDUCATOR	ENGLISH	ENGLISH	3185-1	FRIENDS	Same Room
3200	3200-1	M	3X	MALAY	BACHELOR	SELF-EMPLOYED	ENGLISH	ENGLISH	3200-2	FRIENDS	Same Room
3200	3200-2	M	4X	MALAY	O-LEVEL	FREELANCE	ENGLISH	ENGLISH	3200-1	FRIENDS	Same Room
3201	3201-1	M	2X	MALAY	DIPLOMA	FREELANCE	ENGLISH	ENGLISH	3201-2	FRIENDS	Same Room
3201	3201-2	M	3X	INDIAN	O-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3201-1	FRIENDS	Same Room
3202	3202-1	M	4X	MALAY	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3202-2	FAMILY	Same Room
3202	3202-2	M	5X	MALAY	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3202-1	FAMILY	Same Room
3203	3203-1	M	4X	INDIAN	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3203-2	FRIENDS	Same Room
3203	3203-2	M	3X	INDIAN	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3203-1	FRIENDS	Same Room
3204	3204-1	M	4X	INDIAN	N-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3204-2	FRIENDS	Same Room
3204	3204-2	M	4X	INDIAN	N-LEVEL	FREELANCE	ENGLISH	ENGLISH	3204-1	FRIENDS	Same Room
3205	3205-1	M	3X	MALAY	N-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3205-2	FAMILY	Same Room
3205	3205-2	M	3X	MALAY	N-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3205-1	FAMILY	Same Room
3206	3206-1	M	3X	MALAY	O-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3206-2	FRIENDS	Same Room
3206	3206-2	M	3X	INDIAN	O-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3206-1	FRIENDS	Same Room
3208	3208-1	M	4X	MALAY	BACHELOR	N/A	ENGLISH	ENGLISH	3208-2	FRIENDS	Same Room
3208	3208-2	M	4X	INDIAN	BACHELOR	N/A	ENGLISH	ENGLISH	3208-1	FRIENDS	Same Room
3209	3209-1	M	3X	MALAY	DIPLOMA	N/A	ENGLISH	ENGLISH	3209-2	FRIENDS	Same Room
3209	3209-2	M	3X	MALAY	DIPLOMA	ANALYST	ENGLISH	ENGLISH	3209-1	FRIENDS	Same Room
3210	3210-1	M	3X	MALAY	O-LEVEL	N/A	ENGLISH	ENGLISH	3210-2	FAMILY	Same Room
3210	3210-2	M	4X	MALAY	O-LEVEL	N/A	ENGLISH	ENGLISH	3210-1	FAMILY	Same Room
3211	3211-1	M	4X	MALAY	DIPLOMA	N/A	ENGLISH	ENGLISH	3211-2	FRIENDS	Same Room
3211	3211-2	M	4X	MALAY	DIPLOMA	N/A	ENGLISH	ENGLISH	3211-1	FRIENDS	Same Room
3212	3212-1	M	5X	INDIAN	BACHELOR	SELF-EMPLOYED	ENGLISH	ENGLISH	3212-2	FRIENDS	Same Room
3212	3212-2	M	5X	INDIAN	A-LEVEL	FREELANCE	ENGLISH	ENGLISH	3212-1	FRIENDS	Same Room
3213	3213-1	M	3X	INDIAN	DIPLOMA	N/A	ENGLISH	ENGLISH	3213-2	FRIENDS	Same Room
3213	3213-2	M	3X	INDIAN	DIPLOMA	FREELANCE	ENGLISH	ENGLISH	3213-1	FRIENDS	Same Room
3214	3214-1	M	4X	MALAY	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3214-2	FRIENDS	Same Room
3214	3214-2	M	4X	MALAY	N-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3214-1	FRIENDS	Same Room
3215	3215-1	M	3X	MALAY	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3215-2	FRIENDS	Same Room
3215	3215-2	M	4X	INDIAN	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3215-1	FRIENDS	Same Room
3216	3216-1	M	3X	MALAY	N-LEVEL	PART-TIME	ENGLISH	ENGLISH	3216-2	FRIENDS	Same Room
3216	3216-2	M	3X	INDIAN	N-LEVEL	PART-TIME	ENGLISH	ENGLISH	3216-1	FRIENDS	Same Room
3217	3217-1	M	4X	INDIAN	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3217-2	FRIENDS	Same Room
3217	3217-2	M	4X	INDIAN	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3217-1	FRIENDS	Same Room
3218	3218-1	M	5X	MALAY	O-LEVEL	MANAGEMENT	ENGLISH	ENGLISH	3218-2	FRIENDS	Same Room
3218	3218-2	M	3X	MALAY	O-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3218-1	FRIENDS	Same Room
3219	3219-1	M	4X	INDIAN	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3219-2	FRIENDS	Same Room
3219	3219-2	M	4X	INDIAN	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3219-1	FRIENDS	Same Room
3220	3220-1	M	6X	INDIAN	O-LEVEL	FREELANCE 	ENGLISH	ENGLISH	3220-2	FRIENDS	Same Room
3220	3220-2	M	4X	INDIAN	O-LEVEL	FREELANCE 	ENGLISH	ENGLISH	3220-1	FRIENDS	Same Room
3221	3221-1	M	5X	MALAY	O-LEVEL	TECHNICIAN	ENGLISH	ENGLISH	3221-2	FAMILY	Same Room
3221	3221-2	M	5X	MALAY	N-LEVEL	TECHNICIAN	ENGLISH	ENGLISH	3221-1	FAMILY	Same Room
3222	3222-1	M	4X	INDIAN	N-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3222-2	FRIENDS	Same Room
3222	3222-2	M	4X	INDIAN	N-LEVEL	FREELANCE 	ENGLISH	ENGLISH	3222-1	FRIENDS	Same Room
3223	3223-1	M	5X	MALAY	O-LEVEL	FREELANCE 	ENGLISH	ENGLISH	3223-2	FRIENDS	Same Room
3223	3223-2	M	4X	INDIAN	N-LEVEL	TECHNICIAN	ENGLISH	ENGLISH	3223-1	FRIENDS	Same Room
3224	3224-1	M	4X	INDIAN	N-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3224-2	PARTNER	Same Room
3224	3224-2	F	4X	MALAY	N-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3224-1	PARTNER	Same Room
3225	3225-1	M	4X	MALAY	DIPLOMA	SELF-EMPLOYED	ENGLISH	ENGLISH	3225-2	FRIENDS	Same Room
3225	3225-2	M	4X	MALAY	DIPLOMA	EXECUTIVE	ENGLISH	ENGLISH	3225-1	FRIENDS	Same Room
